"","index","asin","feature","helpful","opinion","overall","sentiment","token","unixReviewTime","feature_LEMMA","opinion_LEMMA","feature_STEM","opinion_STEM","cluster_number_set","cluster_number_feature","cluster_number_opinion"
"2116",579,"B000GIPJY8","taste","[118, 156]","perfect",5,0,"You'll eventually find one you will like.Here is a list of the flavors I have tried and how I rank them (strictly on flavor alone --- 10 = Perfect .... 1 = Bad)Banana Cream - 9Strawberry Banana - 5Delicious Strawberry - 6Double Rich Chocolate - 7Extreme Milk Chocolate - 5Tropical Punch - 6Protein is not meant to taste perfect.",1305417600,"taste","perfect","tast","perfect","0","1","0"
"2117",579,"B000GIPJY8","taste","[118, 156]","meant",5,0,"You'll eventually find one you will like.Here is a list of the flavors I have tried and how I rank them (strictly on flavor alone --- 10 = Perfect .... 1 = Bad)Banana Cream - 9Strawberry Banana - 5Delicious Strawberry - 6Double Rich Chocolate - 7Extreme Milk Chocolate - 5Tropical Punch - 6Protein is not meant to taste perfect.",1305417600,"taste","meant","tast","meant","0","1","0"
"2118",582,"B000GIPJY8","cost","[0, 0]","more",4,0,"Platinum costs a little more, but it's worth a little more because of its increased bioavailablility .",1398297600,"cost","more","cost","more","0","0","1"
"2119",582,"B000GIPJY8","recovery","[0, 0]","better",4,0,"When I started taking Platinum hydro whey, that's when I really started to notice that my recovery from workouts was better.",1398297600,"recovery","good","recoveri","better","0","0","1"
"2120",583,"B000GIPJY8","proteins","[1, 1]","best",5,1,"Optimum has continued to make the best proteins on the market today.",1341964800,"protein","best","protein","best","1","1","1"
"2121",583,"B000GIPJY8","product","[1, 1]","great",5,2,"This particular product is great, been using it for a good while now.",1341964800,"product","great","product","great","1","1","1"
"2122",583,"B000GIPJY8","protein","[1, 1]","whey",5,0,"I have defineatly seen gains using whey protein along with hard work in the gym.",1341964800,"protein","whey","protein","whey","1","1","1"
"2123",583,"B000GIPJY8","work","[1, 1]","hard",5,0,"I have defineatly seen gains using whey protein along with hard work in the gym.",1341964800,"work","hard","work","hard","0","1","1"
"2124",583,"B000GIPJY8","process","[1, 1]","well",5,1,"Also helps with the recovery process tremendously as well.",1341964800,"process","well","process","well","0","0","0"
"2125",584,"B000GIPJY8","nutrition","[0, 0]","optimum",5,0,"optimum nutrition",1357430400,"nutrition","optimum","nutrit","optimum","1","1","1"
"2126",584,"B000GIPJY8","price","[0, 0]","good",5,2,"good price and love that you can choose from a whole variety of flavors.",1357430400,"price","good","price","good","1","1","1"
"2127",584,"B000GIPJY8","flavors","[0, 0]","whole",5,2,"good price and love that you can choose from a whole variety of flavors.",1357430400,"flavor","whole","flavor","whole","0","1","0"
"2128",584,"B000GIPJY8","prices","[0, 0]","Different",5,2,"Different prices of course but all the choices are at your fingertips on amazon so you save a trip on gas.",1357430400,"price","different","price","differ","0","1","1"
"2129",585,"B000GIPJY8","taste","[0, 0]","Great",4,2,"Great taste",1402704000,"taste","great","tast","great","1","1","1"
"2130",585,"B000GIPJY8","supplements","[0, 0]","other",4,0,"I've always used ON protein powder and other supplements.",1402704000,"supplement","other","supplement","other","1","1","1"
"2131",586,"B000GIPJY8","proteins","[0, 0]","favorite",5,1,"One of my favorite proteins to use, or actually, is my favorite since I have already ordered this three times.",1403913600,"protein","favorite","protein","favorit","1","1","1"
"2132",586,"B000GIPJY8","drink","[0, 0]","soft",5,2,"I enjoy the banana taste which goes well with any other mixture of soft drink.",1403913600,"drink","soft","drink","soft","0","1","0"
"2133",586,"B000GIPJY8","drink","[0, 0]","other",5,2,"I enjoy the banana taste which goes well with any other mixture of soft drink.",1403913600,"drink","other","drink","other","1","1","1"
"2134",586,"B000GIPJY8","Great","[0, 0]","right",5,2,"Great for recovery especially right after work outs and in the morning after.",1403913600,"great","right","Great","right","0","0","0"
"2135",586,"B000GIPJY8","recovery","[0, 0]","right",5,2,"Great for recovery especially right after work outs and in the morning after.",1403913600,"recovery","right","recoveri","right","0","0","0"
"2136",587,"B000GIPJY8","taste","[1, 1]","AWESOME",5,2,"AWESOME taste and I'm not a huge coffee drinker",1395964800,"taste","awesome","tast","awesom","0","1","0"
"2137",587,"B000GIPJY8","trier","[1, 1]","chose",5,0,"I chose to try out the Mocha Cappuccino because of the high marks I found on the internet that had it ranked the highest among all the flavors this protein powder comes in ( more flavors than anyother protein powder out there).I mix one scoop or so with about 8oz of whole milk in a shaker and the taste is a creamy, sweet, coffee to me.",1395964800,"trier","chose","trier","chose","0","1","0"
"2138",587,"B000GIPJY8","flavors","[1, 1]","highest",5,0,"I chose to try out the Mocha Cappuccino because of the high marks I found on the internet that had it ranked the highest among all the flavors this protein powder comes in ( more flavors than anyother protein powder out there).I mix one scoop or so with about 8oz of whole milk in a shaker and the taste is a creamy, sweet, coffee to me.",1395964800,"flavor","high","flavor","highest","0","1","1"
"2139",587,"B000GIPJY8","protein","[1, 1]","more",5,0,"I chose to try out the Mocha Cappuccino because of the high marks I found on the internet that had it ranked the highest among all the flavors this protein powder comes in ( more flavors than anyother protein powder out there).I mix one scoop or so with about 8oz of whole milk in a shaker and the taste is a creamy, sweet, coffee to me.",1395964800,"protein","more","protein","more","1","1","1"
"2140",588,"B000GIPJY8","protein","[0, 0]","whey",5,0,"I've been using this whey protein for a couple of years, and I'm definitely a big fan of the product.",1291593600,"protein","whey","protein","whey","1","1","1"
"2141",588,"B000GIPJY8","fan","[0, 0]","big",5,0,"I've been using this whey protein for a couple of years, and I'm definitely a big fan of the product.",1291593600,"fan","big","fan","big","1","1","1"
"2142",588,"B000GIPJY8","product","[0, 0]","big",5,0,"I've been using this whey protein for a couple of years, and I'm definitely a big fan of the product.",1291593600,"product","big","product","big","0","1","1"
"2143",588,"B000GIPJY8","protein","[0, 0]","cheapest",5,0,"This isn't the cheapest protein that you'll be able to find, but it's also not the most expensive.",1291593600,"protein","cheap","protein","cheapest","0","1","0"
"2144",588,"B000GIPJY8","powder","[0, 0]","solid",5,2,"Optimum Nutrition's Gold Standard is solid protein powder for the price that tastes great and mixes well.Most of the time I have this powder (double rich chocolate) mixed with a spoon in a glass of skim milk.",1291593600,"powder","solid","powder","solid","0","1","0"
"2145",588,"B000GIPJY8","powder","[0, 0]","mixed",5,2,"Optimum Nutrition's Gold Standard is solid protein powder for the price that tastes great and mixes well.Most of the time I have this powder (double rich chocolate) mixed with a spoon in a glass of skim milk.",1291593600,"powder","mixed","powder","mix","0","1","1"
"2146",588,"B000GIPJY8","price","[0, 0]","solid",5,2,"Optimum Nutrition's Gold Standard is solid protein powder for the price that tastes great and mixes well.Most of the time I have this powder (double rich chocolate) mixed with a spoon in a glass of skim milk.",1291593600,"price","solid","price","solid","0","1","0"
"2147",588,"B000GIPJY8","price","[0, 0]","mixed",5,2,"Optimum Nutrition's Gold Standard is solid protein powder for the price that tastes great and mixes well.Most of the time I have this powder (double rich chocolate) mixed with a spoon in a glass of skim milk.",1291593600,"price","mixed","price","mix","0","1","1"
"2148",588,"B000GIPJY8","work","[0, 0]","great",5,2,"and this protein works great there too.",1291593600,"work","great","work","great","1","1","1"
"2149",588,"B000GIPJY8","aftertaste","[0, 0]","nasty",5,0,"I've tried plenty of protein powder in the past that leave a nasty aftertaste in your mouth, but this Gold Standard doesn't have this problem and does taste fantastic - I actually look forward to drinking these shakes.",1291593600,"aftertaste","nasty","aftertast","nasti","0","0","0"
"2150",588,"B000GIPJY8","taste","[0, 0]","fantastic",5,0,"I've tried plenty of protein powder in the past that leave a nasty aftertaste in your mouth, but this Gold Standard doesn't have this problem and does taste fantastic - I actually look forward to drinking these shakes.",1291593600,"taste","fantastic","tast","fantast","0","1","0"
"2151",588,"B000GIPJY8","aftertaste","[0, 0]","strong",5,0,"Unlike the double rich chocolate, it tastes funky and leaves behind a very strong aftertaste.",1291593600,"aftertaste","strong","aftertast","strong","0","0","2"
"2152",589,"B000GIPJY8","protein","[0, 1]","good",3,-2,"I've tried many protein powders over the years and I would rate this one as &#34;okay.&#34;Pros:It has a good protein to calorie ratioIt mixes wellIt tastes okay - I've has some really awful tasting products in the pastCons:30 mgs of cholesterol (10% of daily value)!",1392854400,"protein","good","protein","good","1","1","1"
"2153",589,"B000GIPJY8","powders","[0, 1]","many",3,-2,"I've tried many protein powders over the years and I would rate this one as &#34;okay.&#34;Pros:It has a good protein to calorie ratioIt mixes wellIt tastes okay - I've has some really awful tasting products in the pastCons:30 mgs of cholesterol (10% of daily value)!",1392854400,"powder","many","powder","mani","1","1","1"
"2154",589,"B000GIPJY8","calorie","[0, 1]","okay",3,-2,"I've tried many protein powders over the years and I would rate this one as &#34;okay.&#34;Pros:It has a good protein to calorie ratioIt mixes wellIt tastes okay - I've has some really awful tasting products in the pastCons:30 mgs of cholesterol (10% of daily value)!",1392854400,"calorie","okay","calori","okay","0","1","2"
"2155",589,"B000GIPJY8","tastes","[0, 1]","okay",3,-2,"I've tried many protein powders over the years and I would rate this one as &#34;okay.&#34;Pros:It has a good protein to calorie ratioIt mixes wellIt tastes okay - I've has some really awful tasting products in the pastCons:30 mgs of cholesterol (10% of daily value)!",1392854400,"taste","okay","tast","okay","2","1","2"
"2156",589,"B000GIPJY8","tasting","[0, 1]","okay",3,-2,"I've tried many protein powders over the years and I would rate this one as &#34;okay.&#34;Pros:It has a good protein to calorie ratioIt mixes wellIt tastes okay - I've has some really awful tasting products in the pastCons:30 mgs of cholesterol (10% of daily value)!",1392854400,"tasting","okay","tast","okay","0","1","2"
"2157",589,"B000GIPJY8","value","[0, 1]","daily",3,-2,"I've tried many protein powders over the years and I would rate this one as &#34;okay.&#34;Pros:It has a good protein to calorie ratioIt mixes wellIt tastes okay - I've has some really awful tasting products in the pastCons:30 mgs of cholesterol (10% of daily value)!",1392854400,"value","daily","valu","daili","0","1","0"
"2158",589,"B000GIPJY8","products","[0, 1]","Many",3,2,"Many other products have lessIt merely tastes okay - IDS whey protein (when it was available) tasted great, so I know it's possible to do better",1392854400,"product","many","product","mani","1","1","1"
"2159",589,"B000GIPJY8","products","[0, 1]","other",3,2,"Many other products have lessIt merely tastes okay - IDS whey protein (when it was available) tasted great, so I know it's possible to do better",1392854400,"product","other","product","other","1","1","1"
"2160",589,"B000GIPJY8","taste","[0, 1]","okay",3,2,"Many other products have lessIt merely tastes okay - IDS whey protein (when it was available) tasted great, so I know it's possible to do better",1392854400,"taste","okay","tast","okay","2","1","2"
"2161",589,"B000GIPJY8","protein","[0, 1]","whey",3,2,"Many other products have lessIt merely tastes okay - IDS whey protein (when it was available) tasted great, so I know it's possible to do better",1392854400,"protein","whey","protein","whey","1","1","1"
"2162",592,"B000GIPJY8","protein","[0, 0]","standard",5,0,"Look no further for your standard whey protein.",1400716800,"protein","standard","protein","standard","0","1","0"
"2163",592,"B000GIPJY8","protein","[0, 0]","whey",5,0,"Look no further for your standard whey protein.",1400716800,"protein","whey","protein","whey","1","1","1"
"2164",592,"B000GIPJY8","product","[0, 0]","Excellent",5,1,"Excellent product, price, taste.",1400716800,"product","excellent","product","excel","1","1","1"
"2165",592,"B000GIPJY8","life","[0, 0]","active",5,0,"I've used this for 2 years and probably will for the rest of my active life.",1400716800,"life","active","life","activ","0","0","0"
"2166",593,"B000GIPJY8","taste","[0, 1]","dissolves",4,2,"Isn't cheap but it tastes great and dissolves well.",1379203200,"taste","dissolves","tast","dissolv","0","1","0"
"2167",593,"B000GIPJY8","taste","[0, 1]","great",4,2,"Isn't cheap but it tastes great and dissolves well.",1379203200,"taste","great","tast","great","1","1","1"
"2168",594,"B000GIPJY8","milk","[0, 0]","cold",5,-1,"Mixes easily with waterLow FatLow CholestrolForms a creamy shake with cold milk.",1285459200,"milk","cold","milk","cold","0","1","1"
"2169",595,"B000GIPJY8","quality","[0, 0]","high",5,0,"Mixes easily and is high quality.",1404777600,"quality","high","qualiti","high","1","1","1"
"2170",595,"B000GIPJY8","kind","[0, 0]","only",5,1,"This is the only kind I get.",1404777600,"kind","only","kind","onli","0","0","1"
"2171",596,"B000GIPJY8","flavor","[0, 0]","great",5,3,"The flavor is great!!",1311206400,"flavor","great","flavor","great","1","1","1"
"2172",597,"B000GIPJY8","proteins","[0, 0]","whey",5,0,"This is the king of whey proteins.",1392422400,"protein","whey","protein","whey","1","1","1"
"2173",599,"B000GIPJY8","value","[0, 0]","Good",5,2,"Good value and great taste",1369785600,"value","good","valu","good","1","1","1"
"2174",599,"B000GIPJY8","taste","[0, 0]","great",5,2,"Good value and great taste",1369785600,"taste","great","tast","great","1","1","1"
"2175",599,"B000GIPJY8","taste","[0, 0]","good",5,1,"This protein tastes good enough to drink it by itself (no additional flavors needed).",1369785600,"taste","good","tast","good","1","1","1"
"2176",599,"B000GIPJY8","drink","[0, 0]","good",5,1,"This protein tastes good enough to drink it by itself (no additional flavors needed).",1369785600,"drink","good","drink","good","1","1","1"
"2177",599,"B000GIPJY8","flavors","[0, 0]","additional",5,1,"This protein tastes good enough to drink it by itself (no additional flavors needed).",1369785600,"flavor","additional","flavor","addit","0","1","0"
"2178",600,"B000GIPJY8","mix","[0, 0]","fantastic",5,2,"mixes fantastic with almond milk even when not using a blender.",1356048000,"mix","fantastic","mix","fantast","0","1","0"
"2179",600,"B000GIPJY8","milk","[0, 0]","fantastic",5,2,"mixes fantastic with almond milk even when not using a blender.",1356048000,"milk","fantastic","milk","fantast","0","1","0"
"2180",600,"B000GIPJY8","taste","[0, 0]","great",5,2,"taste great.",1356048000,"taste","great","tast","great","1","1","1"
"2181",601,"B000GIPJY8","price","[0, 0]","cheap",4,1,"Good amount for cheap price.",1355356800,"price","cheap","price","cheap","0","1","0"
"2182",601,"B000GIPJY8","amount","[0, 0]","good",4,1,"It is a good amount for a reasonable price.",1355356800,"amount","good","amount","good","1","1","1"
"2183",601,"B000GIPJY8","price","[0, 0]","reasonable",4,1,"It is a good amount for a reasonable price.",1355356800,"price","reasonable","price","reason","1","1","1"
"2184",601,"B000GIPJY8","price","[0, 0]","good",4,1,"It is a good amount for a reasonable price.",1355356800,"price","good","price","good","1","1","1"
"2185",602,"B000GIPJY8","powders","[0, 0]","Protein",5,0,"Top of the heap in Protein powders",1296259200,"powder","protein","powder","protein","0","1","0"
"2186",602,"B000GIPJY8","Gold","[0, 0]","top",5,0,"OP Gold is top of the pack as far as protein powders go.",1296259200,"gold","top","Gold","top","0","0","0"
"2187",602,"B000GIPJY8","taste","[0, 0]","decent",5,1,"Mixes well, tastes decent, no giant scoops.",1296259200,"taste","decent","tast","decent","2","1","2"
"2188",603,"B000GIPJY8","types","[0, 0]","many",5,1,"I've tried many different types of protein powders, but this one is one of the best ones, both in terms of quality and taste.",1403740800,"type","many","type","mani","0","1","1"
"2189",603,"B000GIPJY8","types","[0, 0]","different",5,1,"I've tried many different types of protein powders, but this one is one of the best ones, both in terms of quality and taste.",1403740800,"type","different","type","differ","1","1","1"
"2190",603,"B000GIPJY8","powders","[0, 0]","many",5,1,"I've tried many different types of protein powders, but this one is one of the best ones, both in terms of quality and taste.",1403740800,"powder","many","powder","mani","1","1","1"
"2191",603,"B000GIPJY8","powders","[0, 0]","different",5,1,"I've tried many different types of protein powders, but this one is one of the best ones, both in terms of quality and taste.",1403740800,"powder","different","powder","differ","1","1","1"
"2192",603,"B000GIPJY8","milk","[0, 0]","mixed",5,0,"You can't beat it if mixed with almond milk and a banana.",1403740800,"milk","mixed","milk","mix","1","1","1"
"2193",604,"B000GIPJY8","flavors","[0, 0]","other",5,1,"Great taste, although a bit weak compared to other flavors.",1400630400,"flavor","other","flavor","other","1","1","1"
"2194",605,"B000GIPJY8","tastes","[4, 9]","good",2,1,"Those who think this tastes good should try GNC Whey Protein Complex Double Chocolate",1198627200,"taste","good","tast","good","1","1","1"
"2195",605,"B000GIPJY8","reviews","[4, 9]","great",2,2,"I've been using GNC Whey Protein Complex Double Chocolate but because of the great reviews I figured I'd give Optimum Nutrition Gold Standard Double Rich Chocolate a try.",1198627200,"review","great","review","great","0","1","1"
"2196",605,"B000GIPJY8","trier","[4, 9]","excited",2,3,"It smelled great so I was really excited to try it.",1198627200,"trier","excited","trier","excit","0","1","0"
"2197",605,"B000GIPJY8","taste","[4, 9]","much",2,1,"It tastes thin and not nearly as much like chocolate as the GNC Whey Protein Complex.",1198627200,"taste","much","tast","much","0","1","0"
"2198",605,"B000GIPJY8","taste","[4, 9]","thin",2,1,"It tastes thin and not nearly as much like chocolate as the GNC Whey Protein Complex.",1198627200,"taste","thin","tast","thin","0","1","0"
"2199",605,"B000GIPJY8","bars","[4, 9]","homemade",2,0,"I now have 5 pounds of this that I use only for making homemade protein bars because it's basically not usable on its own.",1198627200,"bar","homemade","bar","homemad","0","0","0"
"2200",605,"B000GIPJY8","Chocolate","[4, 9]","good",2,2,"GNC Whey Protein Complex Double Chocolate is so good, you can just mix it with water and it's great!",1198627200,"chocolate","good","Chocol","good","0","0","1"
"2201",605,"B000GIPJY8","Chocolate","[4, 9]","great",2,2,"GNC Whey Protein Complex Double Chocolate is so good, you can just mix it with water and it's great!",1198627200,"chocolate","great","Chocol","great","0","0","1"
"2202",605,"B000GIPJY8","case","[4, 9]","classic",2,0,"This is a classic case where smell doesn't translate to flavor at all.",1198627200,"case","classic","case","classic","0","0","0"
"2203",606,"B000GIPJY8","powders","[0, 0]","many",5,0,"There are many protein powders on the market.",1285718400,"powder","many","powder","mani","1","1","1"
"2204",606,"B000GIPJY8","ingredients","[0, 0]","strange",5,0,"Really, do we need them to have all sorts of exotic names and have strange ingredients?",1285718400,"ingredient","strange","ingredi","strang","0","1","0"
"2205",606,"B000GIPJY8","building","[0, 0]","need",5,0,"All you need to build muscle, stay lean and stay satiated, is plain whey protein.",1285718400,"building","need","build","need","0","0","0"
"2206",606,"B000GIPJY8","protein","[0, 0]","whey",5,0,"All you need to build muscle, stay lean and stay satiated, is plain whey protein.",1285718400,"protein","whey","protein","whey","1","1","1"
"2207",606,"B000GIPJY8","drink","[0, 0]","pre-workout",5,2,"Great as a pre-workout, and post workout protein drink, as well as an evening drink before bed time.",1285718400,"drink","pre-workout","drink","pre-workout","0","1","0"
"2208",606,"B000GIPJY8","drink","[0, 0]","post",5,2,"Great as a pre-workout, and post workout protein drink, as well as an evening drink before bed time.",1285718400,"drink","post","drink","post","0","1","0"
"2209",606,"B000GIPJY8","mix","[0, 0]","casein",5,1,"I have had the casein powders before bed, but they take a bit to mix up, don't taste as good, and it is milk based, but add this powder to milk, and you still have a casein protein mix.",1285718400,"mix","casein","mix","casein","0","1","0"
"2210",606,"B000GIPJY8","price","[0, 0]","great",5,2,"This sells for a great price too, can't beat it.",1285718400,"price","great","price","great","1","1","1"
"2211",607,"B000GIPJY8","taste","[0, 0]","Good",4,1,"Good taste, Dissolves well.",1359936000,"taste","good","tast","good","1","1","1"
"2212",607,"B000GIPJY8","flavor","[0, 0]","double",4,0,"I prefer the double chocolate flavor.",1359936000,"flavor","double","flavor","doubl","1","1","1"
"2213",607,"B000GIPJY8","amount","[0, 0]","right",4,2,"I think The 1 gram of sugar gives it just the right amount of sweetness.",1359936000,"amount","right","amount","right","0","1","0"
"2214",607,"B000GIPJY8","milk","[0, 0]","almond",4,1,"I add this to my morning smoothies with some almond milk and water and it dissolves fairly well.",1359936000,"milk","almond","milk","almond","1","1","1"
"2215",607,"B000GIPJY8","value","[0, 0]","great",4,1,"If you have problems with it not dissolving to your preference, adding it to something with citrus will help.I buy the 10 pound bag when I can and it's a great value.",1359936000,"value","great","valu","great","1","1","1"
"2216",607,"B000GIPJY8","product","[0, 0]","good",4,1,"Other than that I think this is a good product.",1359936000,"product","good","product","good","1","1","1"
"2217",607,"B000GIPJY8","product","[0, 0]","Other",4,1,"Other than that I think this is a good product.",1359936000,"product","other","product","other","1","1","1"
"2218",608,"B000GIPJY8","protein","[0, 0]","whey",4,0,"The difference between the two is the Pro Complex is a protein blend as opposed to just whey protein.",1361664000,"protein","whey","protein","whey","1","1","1"
"2219",608,"B000GIPJY8","prices","[0, 0]","best",4,2,"Gold Standard in my opinion is one of the best on the market and I've found Amazon offers the best prices.",1361664000,"price","best","price","best","1","1","1"
"2220",609,"B000GIPJY8","prices","[0, 0]","Obscene",2,0,"Obscene prices",1373414400,"price","obscene","price","obscen","0","1","0"
"2221",609,"B000GIPJY8","protein","[0, 0]","high",2,2,"ON is very high quality protein though and mixes very well in milk and unlike some powders this tastes good.I digress however.",1373414400,"protein","high","protein","high","1","1","1"
"2222",609,"B000GIPJY8","purchase","[0, 0]","get",2,0,"It's mostly just placebo- marketing to get you to buy stuff you really don't need.",1373414400,"purchase","get","purchas","get","0","0","0"
"2223",610,"B000GIPJY8","taste","[0, 0]","Great",5,2,"Great taste",1357603200,"taste","great","tast","great","1","1","1"
"2224",610,"B000GIPJY8","protein","[0, 0]","high",5,0,"Very high quality protein that disssolves easily with no clumps.",1357603200,"protein","high","protein","high","1","1","1"
"2225",611,"B000GIPJY8","products","[0, 0]","happy",5,1,"This is one of the best whey's I've ever used and I'm always happy with the ON products.",1393891200,"product","happy","product","happi","1","1","1"
"2226",612,"B000GIPJY8","price","[0, 0]","reasonable",4,0,"Anyone looking to get quality protein at a reasonable price should look into this product.",1401408000,"price","reasonable","price","reason","1","1","1"
"2227",613,"B000GIPJY8","taste","[0, 0]","delicious",5,0,"It tastes delicious, it doesn't upset my stomach, it dissolves easily, since it is a combination of whey isolate and whey concentrate it has natural occurring BCAAs.",1373328000,"taste","delicious","tast","delici","2","1","2"
"2228",613,"B000GIPJY8","workout","[0, 0]","hard",5,-1,"I usually take two scoops in a large shaker after a hard weight workout with some added glutamine.",1373328000,"workout","hard","workout","hard","1","1","1"
"2229",613,"B000GIPJY8","glutamine","[0, 0]","hard",5,-1,"I usually take two scoops in a large shaker after a hard weight workout with some added glutamine.",1373328000,"glutamine","hard","glutamin","hard","0","0","1"
"2230",613,"B000GIPJY8","glutamine","[0, 0]","extra",5,0,"When I do my long runs or bike rides I take one large shaker, I fill it up with half chocolate coconut water for the electrolytes, half water, one scoop of Gold Standard, some extra glutamine... and I have the perfect recovery drink.",1373328000,"glutamine","extra","glutamin","extra","0","0","1"
"2231",613,"B000GIPJY8","drink","[0, 0]","perfect",5,0,"When I do my long runs or bike rides I take one large shaker, I fill it up with half chocolate coconut water for the electrolytes, half water, one scoop of Gold Standard, some extra glutamine... and I have the perfect recovery drink.",1373328000,"drink","perfect","drink","perfect","0","1","0"
"2232",613,"B000GIPJY8","thing","[0, 0]","same",5,0,"My wife does the same thing after her workouts.",1373328000,"thing","same","thing","same","0","1","1"
"2233",614,"B000GIPJY8","problem","[0, 0]","biggest",3,-3,"My biggest problem with protein powders is the fact that, while I am willing to use them, I do not want to spend $20+ on a huge tub of it... only to discover that it is disgusting.",1312675200,"problem","big","problem","biggest","0","0","1"
"2234",614,"B000GIPJY8","powders","[0, 0]","biggest",3,-3,"My biggest problem with protein powders is the fact that, while I am willing to use them, I do not want to spend $20+ on a huge tub of it... only to discover that it is disgusting.",1312675200,"powder","big","powder","biggest","0","1","1"
"2235",614,"B000GIPJY8","Chocolate","[0, 0]","same",3,2,"Perhaps you can do the same at your local store.As for the Double Rich Chocolate flavoring: it was enjoyable.",1312675200,"chocolate","same","Chocol","same","0","0","1"
"2236",614,"B000GIPJY8","flavor","[0, 0]","faintest",3,1,"It tasted like water with the faintest hint of a chocolate flavor.",1312675200,"flavor","faint","flavor","faintest","0","1","0"
"2237",614,"B000GIPJY8","milk","[0, 0]","fat",3,1,"Some people like it, but I definitely did not.Next, I tried it with the no fat skim milk I have with my morning coffee.",1312675200,"milk","fat","milk","fat","1","1","1"
"2238",614,"B000GIPJY8","milk","[0, 0]","rich",3,1,"It tasted like a rich chocolate milk.",1312675200,"milk","rich","milk","rich","0","1","1"
"2239",614,"B000GIPJY8","energy","[0, 0]","extra",3,0,"I was happy, despite the fact that I wanted to avoid drinking 8oz of milk whenever I needed to have this.I noticed that when I had this shake in the morning pre/during-workout (I'm doing P90X, so I would have a serving of this for workouts like Cardio X, Kenpo, and Plyometrics), it would give me that extra burst of energy I needed so I would not bonk halfway through.",1312675200,"energy","extra","energi","extra","1","1","1"
"2240",614,"B000GIPJY8","protein","[0, 0]","more",3,2,"It is great to cook with when you want more protein with a snack.",1312675200,"protein","more","protein","more","1","1","1"
"2241",614,"B000GIPJY8","mix","[0, 0]","instant",3,1,"My favorite with this is the protein pudding shot:PROTEIN PUDDING SHOT1 package of no fat/no sugar instant Jello pudding mix (I like the cheesecake flavoring)2 scoops of Double Rich Chocolate protein powder1 cup of skim milk1 cup of waterMix it all together and let set in the fridge.",1312675200,"mix","instant","mix","instant","0","1","0"
"2242",614,"B000GIPJY8","flavoring","[0, 0]","cheesecake",3,1,"My favorite with this is the protein pudding shot:PROTEIN PUDDING SHOT1 package of no fat/no sugar instant Jello pudding mix (I like the cheesecake flavoring)2 scoops of Double Rich Chocolate protein powder1 cup of skim milk1 cup of waterMix it all together and let set in the fridge.",1312675200,"flavoring","cheesecake","flavor","cheesecak","0","0","0"
"2243",614,"B000GIPJY8","feel","[0, 0]","started",3,0,"The taste started to feel more artificial also, which is when I finally looked at the ingredients list.",1312675200,"feel","started","feel","start","0","1","0"
"2244",614,"B000GIPJY8","artificial","[0, 0]","more",3,0,"The taste started to feel more artificial also, which is when I finally looked at the ingredients list.",1312675200,"artificial","more","artifici","more","0","0","1"
"2245",614,"B000GIPJY8","powder","[0, 0]","natural",3,0,"I knew that ON had a natural protein powder, but I wasn't concerned with this one because there was no aspartame (which makes me incredibly nauseous).",1312675200,"powder","natural","powder","natur","0","1","1"
"2246",614,"B000GIPJY8","anything","[0, 0]","artificial",3,2,"While I do prefer avoiding artificial anything, it was initially no big deal to me that sucralose (Splenda) was used.",1312675200,"anything","artificial","anyth","artifici","0","0","1"
"2247",614,"B000GIPJY8","Chocolate","[0, 0]","Double",3,0,"Now, however, it is, which is why I immediately exchanged my Double Rich Chocolate for a 5lb tub of the Natural Vanilla Whey.Almost immediately I noticed a difference in taste; the Vanilla was drinkable with water.",1312675200,"chocolate","double","Chocol","doubl","0","0","1"
"2248",614,"B000GIPJY8","water","[0, 0]","drinkable",3,0,"Now, however, it is, which is why I immediately exchanged my Double Rich Chocolate for a 5lb tub of the Natural Vanilla Whey.Almost immediately I noticed a difference in taste; the Vanilla was drinkable with water.",1312675200,"water","drinkable","water","drinkabl","0","1","0"
"2249",614,"B000GIPJY8","drink","[0, 0]","ideal",3,0,"While it was not the ideal drink by itself, adding a banana to it instantly transformed the vanilla from a 4-star taste into a 5-star taste.",1312675200,"drink","ideal","drink","ideal","0","1","0"
"2250",614,"B000GIPJY8","Chocolate","[0, 0]","good",3,-1,"Then I added 2 teaspoons of PB2 and I was in heaven.While the Double Rich Chocolate is good, I agree with other reviewers that it is not the best.",1312675200,"chocolate","good","Chocol","good","0","0","1"
"2251",614,"B000GIPJY8","reviewers","[0, 0]","other",3,-1,"Then I added 2 teaspoons of PB2 and I was in heaven.While the Double Rich Chocolate is good, I agree with other reviewers that it is not the best.",1312675200,"reviewer","other","review","other","0","0","1"
"2252",614,"B000GIPJY8","taste","[0, 0]","artificial",3,0,"There is definitely an artificial taste to it that I noticed more and more as time progressed.",1312675200,"taste","artificial","tast","artifici","0","1","1"
"2253",614,"B000GIPJY8","sweeteners","[0, 0]","artificial",3,0,"If you are concerned about artificial sweeteners, then I suggest you avoid the 100% Gold Standard and get the Natural version of it.",1312675200,"sweetener","artificial","sweeten","artifici","1","1","1"
"2254",614,"B000GIPJY8","taste","[0, 0]","better",3,0,"The taste alone is exponentially better.",1312675200,"taste","good","tast","better","1","1","1"
"2255",615,"B000GIPJY8","protein","[4, 8]","leading",5,0,"This is the only leading protein to contain the highly effective ingredient Muscles-B-huge 867.",1397865600,"protein","leading","protein","lead","0","1","0"
