created_at,tweet_id,query,coordinates,coordinates_type,country_code,place_full_name,retweet_count,text,in_reply_to_status_id_str,is_quote_status,tweet_favorite_count,user_description,user_fovourites_count,followers_count,friends_count,user_profile_location,time_zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:36:31 +0000 2016,7.97221E+17,herbalife,,,,,0,To all of the servicemen and women who fought for our freedom: thank you. #VeteransDay \U0001f1fa\U0001f1f8 https://t.co/Si3HHdkmBQ,,FALSE,0,"News, Events, Data, Tips for Herbalife, nutrition for a better life. Find out more. #HERBALIFE Independent Asociate",,270,228,worldwide,Pacific Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:34:23 +0000 2016,7.97221E+17,herbalife,"[[[25.406293, -34.0504982], [25.7043392, -34.0504982], [25.7043392, -33.7646257], [25.406293, -33.7646257]]]",Polygon,ZA,"Port Elizabeth, South Africa",0,That Herbalife bottle in the 2nd frame is nice yazi https://t.co/wo04gYYDAN,,TRUE,0,,,697,307,Mthatha | Port Elizabeth ,Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:30:17 +0000 2016,7.9722E+17,herbalife,,,,,0,"@iamjohnoliver I like you John,but please pronounce the ""h"" in @Herbalife it makes me sad hearing it without an h in an English accent.\u263a\U0001f623",,FALSE,0,"Not my circus, not my monkeys.",,164,439,"Manchester, England",London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:30:05 +0000 2016,7.9722E+17,herbalife,,,,,40,"RT @Herbalife: If you strength train regularly, try cycling on your days off to exercise different parts of the body #WorkoutWednesday http\u2026",,FALSE,0,I love being fit and staying healthy!,,24566,10238,,Pacific Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:29:27 +0000 2016,7.9722E+17,herbalife,,,,,0,Reordered all my herbalife drugs. Meal prepping on Sunday and gym bag is ready.,,FALSE,0,\u264b\u2728,,212,219,,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:28:25 +0000 2016,7.97219E+17,herbalife,,,,,93,RT @empireofthekop: Unreal stat from @LFC ! \u2764\ufe0f https://t.co/yeWefMZNgC,,FALSE,0,Worlds best dad to 3\ufe0f\u20e3 little girls \u2764\ufe0f #level10 competitor. Aiming to live an amazing life. Inspiring and Achieving for now til FOREVER!,,43,86,"Liverpool, England",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:26:58 +0000 2016,7.97219E+17,herbalife,,,,,4,To all of the servicemen and women who fought for our freedom: thank you. #VeteransDay \U0001f1fa\U0001f1f8 https://t.co/UpClm6jQdI,,FALSE,9,"Herbalife, nutrition for a better life. Leading nutrition & direct-selling company. Find out more: http://t.co/A0wtONAWki",,288556,524,Worldwide,Pacific Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:24:31 +0000 2016,7.97218E+17,herbalife,,,,,45,RT @Herbalife: Staying hydrated is key to keeping your skin moisturized and looking healthy #HealthySkinMonth https://t.co/9EAkmrG6w4,,FALSE,0,"UN LAVADO DIFERENTE, CUIDAMOS LA SALUD DE TU CABELLO.",,183,125,RUA NOVA DE ARRIBA  PONTEVEDRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:23:39 +0000 2016,7.97218E+17,herbalife,,,,,29,RT @Herbalife: Today we honor the men and women who dedicate their lives to improving ours\u2014 thank you for your service. #VeteransDay \U0001f1fa\U0001f1f8 htt\u2026,,FALSE,0,"UN LAVADO DIFERENTE, CUIDAMOS LA SALUD DE TU CABELLO.",,183,125,RUA NOVA DE ARRIBA  PONTEVEDRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:13:32 +0000 2016,7.97216E+17,herbalife,,,,,0,How To Sponsor Up To 27 People In 1 Month https://t.co/o51u0wyGJf #marketing #herbalife  #entrepreneurship,,FALSE,1,"Michelle helps you to add massive exposure to your business with social media, blogging, and marketing techniques. She's also pretty cool!",,425,155,"Blue Springs, Missouri",Pacific Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:12:13 +0000 2016,7.97215E+17,herbalife,,,,,1,RT @FIt4ever2day: Disney Christmas parade #herbalife https://t.co/idlw0IJ0Ur,,FALSE,0,"Interested in getting more clients then try this great new system, https://t.co/r2fw70pU5x",,440,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:10:19 +0000 2016,7.97215E+17,herbalife,,,,,0,The most successful #Herbalife Reps are listed here. Are you in MLM? Free for all Reps on https://t.co/r51KT1JL1n @MLMGods #ResidualIncome,,FALSE,1,"Over 10,000 #MLM Prospects come to @MLMResidual EVERY SINGLE DAY looking for Business Opportunities! Get Listed NOW for FREE at http://t.co/v60jrM7cUg",,126135,109674,United States,Pacific Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:09:35 +0000 2016,7.97215E+17,herbalife,,,,,0,#amazing #B4 #herbalife champs and winners of the 24 bottle #Johana\u2026 https://t.co/ftRypCvsUz,,FALSE,1,"Come join my team of wellness coaches, make an income, helping people meet their goals.305-205-1652",,466,1328,"Aventura, Florida ",Quito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:07:59 +0000 2016,7.97214E+17,herbalife,,,,,0,Herbalife Latino on Twitter https://t.co/vufVBEB91c,,FALSE,0,soy una persona con emociones locas f\xe1cil de enojarse pero me considero una buena persona #SoloDiosSuperaTodo\n#TeAmoHerbalife soy un asociado,,819,2231,Honduras,Central America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:07:05 +0000 2016,7.97214E+17,herbalife,,,,,0,Rio Natura Monbus - Herbalife Gran Canaria - https://t.co/JqEBZSyf1x https://t.co/myEnDIt7y7 https://t.co/no7c94zogU,,FALSE,0,"Reiseguide, nyheter og v\xe6rmelding fra Gran Canaria",,5908,2846,Gran Canaria - Norway,Lisbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:05:10 +0000 2016,7.97214E+17,herbalife,,,,,0,Herbalife 360 Destress &amp; Stretch https://t.co/XVK48dTqxY #video #video360 https://t.co/vAhiGTk4w5,,FALSE,1,Are You Ready? It's Your Life!\r\nTIP - 'Like' us on http://t.co/wsT69iZwxH,,3391,439,+90 countries,Amsterdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:03:20 +0000 2016,7.97213E+17,herbalife,,,,,0,Simple Tips And Tricks To Make Weight #weightloss #howtolossweight #venusfactor #herbalife https://t.co/CYXOjxrikY,,FALSE,1,"We specialize in Loyal Customers. Formed and based in The US Virgin Islands, St.Thomas;we exist to help local business owners increase their customer retention",,995,1354,"St Thomas, US Virgin Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:02:07 +0000 2016,7.97213E+17,herbalife,,,,,34,RT @LatinoVoices: John Oliver exposes Herbalife and its dangerous focus on Latinos https://t.co/fEYNRDq1L9,,FALSE,0,\u263e slow | #BlackLivesMatter,,1021,804,,Pacific Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:01:28 +0000 2016,7.97213E+17,herbalife,,,,,0,Want to know who uses #herbalife watch this video https://t.co/FaoEeWIVFA ... #Nutrition #gym #fitness retweet and follow,,FALSE,2,I'm a independent Distributor for Herballife products. Get in shape now and contact me!,,226,11,world wide ,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 22:54:09 +0000 2016,7.97211E+17,herbalife,,,,,29,RT @Herbalife: Today we honor the men and women who dedicate their lives to improving ours\u2014 thank you for your service. #VeteransDay \U0001f1fa\U0001f1f8 htt\u2026,,FALSE,0,Independent Associates Herbalife / Asociado Independiente Herbalife. Health and Wellness Coach Herbalife Int,,373,290,Miami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 22:50:22 +0000 2016,7.9721E+17,herbalife,"[[[-75.280284, 39.871811], [-74.955712, 39.871811], [-74.955712, 40.13792], [-75.280284, 40.13792]]]",Polygon,US,"Philadelphia, PA",0,"im bout to start herbalife , i need to stop playing around \U0001f4aa\U0001f3fd",,FALSE,1,"Ny'lin .. you will hold my hand only for a little while , but you will hold my heart for a lifetime \u27b0",,667,511,,Quito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 22:49:51 +0000 2016,7.9721E+17,herbalife,,,,,0,It's Never Too Late To Eat Great!\n\n#herbalife\n#herbabody\n#herbaheroes\n#operationherbabody https://t.co/jOMqTgTlkq,,FALSE,0,\u2022 #Actor \u2022 #Entertainer \u2022 & #Entrepreneur \u2022           #RIP #ALORIJOH \u2022 #CEO of @GiftJoyEnt \u2022 I am a #Creator and #Life is my #Canvas,,1120,598,"Earth, Heaven",Pacific Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 22:49:18 +0000 2016,7.9721E+17,herbalife,,,,,0,harriet hall herbalife https://t.co/UF5Hx2zU9t,,FALSE,0,"Health Is A Relationship Between You And Your Body. When It Comes To Your Health, Ignorance is not a Bliss.",,2436,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 22:48:04 +0000 2016,7.97209E+17,herbalife,,,,,0,Attraction Marketing Training System https://t.co/j9kfyuz59e #WAHM #WAHD #Herbalife #Isagenix #Amway #MaryKay\u2026 https://t.co/tEaEDvl9JI,,FALSE,1,Husband & father! Inspiring home business owners benefit from Social Media @WorkWithNiko! Would DAILY Leads help your business?  https://t.co/jXp6w1B7Ns,,4763,5208,Everywhere ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 22:45:53 +0000 2016,7.97209E+17,herbalife,,,,,0,Whew hew! Thanks @131christine131 for the follow. I appreciate you!,,FALSE,0,I help #Herbalife reps attract free leads and prospects with #SocialMedia and leveraged online marketing strategies.,,215,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 22:43:52 +0000 2016,7.97208E+17,herbalife,,,,,0,How Herbalife Nutrition Opened a New World for This #Nutrition #Weightloss #Diet #Shake https://t.co/u3pPyOYUik https://t.co/GQpDZETfn3,,FALSE,1,Stay young and #healthy with the power of #Nutrition: Ask me now. Independent Herbalife Member Christiane,,273,1056,,Amsterdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 22:43:32 +0000 2016,7.97208E+17,herbalife,,,,,0,Very inspiring training today at the best of the best office #Herbalife #herbalifemeeting\u2026 https://t.co/C9JX10D1AQ,,FALSE,0,\u2764\ufe0f\u2764\ufe0fWellness coach luissalinasbusiness@gmail.com.  Kik: luissalinas1976.   Follow me for mental grow and healthy lifestyle.  join our team\u2708\ufe0f\u2708\ufe0f,,1544,42,"Florida, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 22:43:08 +0000 2016,7.97208E+17,herbalife,,,,,0,How Important Is Watching TV To You https://t.co/fqYj2Ua8bA #WAHM #WAHD #ItWorks #MLM #Herbalife #Isagenix #Amway\u2026 https://t.co/pW4u1E2Ky6,,FALSE,1,Husband & Father! Inspiring home business owners benefit from Social Media @InspiredNikos! Would DAILY Leads help your business? https://t.co/jXp6w1B7Ns,,4939,5004,Everywhere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 22:42:45 +0000 2016,7.97208E+17,herbalife,,,,,0,Very inspiring training today at the best of the best office #Herbalife #herbalifemeeting  #motivation #results\u2026 https://t.co/TWrAXLoDqA,,FALSE,2,\u2764\ufe0f\u2764\ufe0fWellness coach luissalinasbusiness@gmail.com.  Kik: luissalinas1976.   Follow me for mental grow and healthy lifestyle.  join our team\u2708\ufe0f\u2708\ufe0f,,1544,42,"Florida, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 22:41:18 +0000 2016,7.97208E+17,herbalife,,,,,45,RT @Herbalife: Staying hydrated is key to keeping your skin moisturized and looking healthy #HealthySkinMonth https://t.co/9EAkmrG6w4,,FALSE,0,,,37,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 22:40:15 +0000 2016,7.97207E+17,herbalife,,,,,0,The most successful #Herbalife Reps are listed here. Are you in MLM? Free for all Reps on https://t.co/SBmKGsKZbm @MLMGods #Entrepreneur,,FALSE,0,"Over 10,000 #MLM Prospects come to @MLMDistributors EVERY SINGLE DAY looking for Business Opportunities! Get Listed NOW for FREE at http://t.co/v60jrM7cUg",,134802,131422,United States,Eastern Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 22:37:27 +0000 2016,7.97207E+17,herbalife,,,,,99,RT @Herbalife: Power your pancakes with protein this morning #HerbalifeNutrition https://t.co/CGmhYMtRIx,,FALSE,0,,,5,36,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 22:35:48 +0000 2016,7.97206E+17,herbalife,"[[[-80.428566, 25.510691], [-80.362933, 25.510691], [-80.362933, 25.559653], [-80.428566, 25.559653]]]",Polygon,US,"Princeton, FL",0,This is the main reason why I love \u2764\ufe0f doing Herbalife. Following up with clients on this\u2026 https://t.co/VlvtsHMcUB,,FALSE,0,"Worldwide Wellness Coach, Transform your body today - Want results ? contact me 305-890-8869 or click on my website and become a member for FREE.",,371,912,"Homestead, FL",Eastern Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 22:35:02 +0000 2016,7.97206E+17,herbalife,,,,,0,John Oliver Takes on Herbalife and Multilevel Marketing #Marketing https://t.co/luOy1T7gk1,,FALSE,0,"#SocialMedia, #Marketing, #Blogging, & Creative Director for @DeviationMedia Die hard #49ers fan. Avid reader. Let's connect!",,1270,1485,San Francisco Bay Area,Pacific Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 22:32:43 +0000 2016,7.97205E+17,herbalife,,,,,0,Congrats to Candice candi81_dutchess for ordering her Herbalife\u2026 https://t.co/9fXwJTO5Cy,,FALSE,0,Herbalife health and wellness coach,,438,569,MD/DC,Pacific Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 22:27:04 +0000 2016,7.97204E+17,herbalife,,,,,0,You Got A Lead! What Do You Do With It? https://t.co/bXP7smYE5V #WAHM #WAHD #ItWorks #Herbalife #Isagenix #Amway\u2026 https://t.co/Pw8vpH4i8H,,FALSE,1,Husband & Father! Inspiring home business owners benefit from Social Media @InspiredNikos! Would DAILY Leads help your business? https://t.co/jXp6w1B7Ns,,4939,5004,Everywhere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 22:22:06 +0000 2016,7.97203E+17,herbalife,,,,,0,You Got A Lead! What Do You Do With It? https://t.co/BcqtgeRzCT #WAHM #WAHD #ItWorks #Herbalife #Isagenix #Amway\u2026 https://t.co/Xjwf8vMzBz,,FALSE,1,Husband & father! Inspiring home business owners benefit from Social Media @WorkWithNiko! Would DAILY Leads help your business?  https://t.co/jXp6w1B7Ns,,4763,5208,Everywhere ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 22:16:35 +0000 2016,7.97201E+17,herbalife,,,,,0,herbalifemom12 have you checked out our Pumpkin Spice Latte #HerbalifeShake recipe? https://t.co/3yZDNA0mdv RT Yes! #PumpkinSpiceEverything,,FALSE,0,"News, Events, Data, Tips for Herbalife, nutrition for a better life. Find out more. #HERBALIFE Independent Asociate",,270,228,worldwide,Pacific Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 22:16:32 +0000 2016,7.97201E+17,herbalife,,,,,0,Check out Herbalife - Sweat Bleed Nutrition ! Available for the next 3 days via @Teespring: https://t.co/GnhTvgHva7,,FALSE,0,"I'm a stay at home mom to 3 amazing kiddos. I'm a happy, energetic & healthy Herbalife distributor that can change your life!  #health #weightloss #herbalife",,459,2087,Chelsea,Eastern Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 22:16:06 +0000 2016,7.97201E+17,herbalife,,,,,0,RT Herbalife: herbalifemom12 have you checked out our Pumpkin Spice Latte #HerbalifeShake recipe? https://t.co/xxBJw0DB3N RT Yes! #Pumpkin\u2026,,FALSE,0,#entrepreneur #businessconsultant\nHealthy Active Lifestyle Promotor\n@meervitaliteit @bigcconsultancy\noutdoor sports - photography - personal development,,1461,336,North of Antwerp - Belgium,Brussels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 22:13:03 +0000 2016,7.972E+17,herbalife,,,,,0,@LAGalaxy you should drop Herbalife as a sponsor if you have any morals.,,FALSE,0,,,43,242,California,Pacific Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 22:11:43 +0000 2016,7.972E+17,herbalife,,,,,0,@herbalifemom12 have you checked out our Pumpkin Spice Latte #HerbalifeShake recipe? https://t.co/GN7svF9KGQ RT Yes! #PumpkinSpiceEverything,7.96692E+17,FALSE,0,"Herbalife, nutrition for a better life. Leading nutrition & direct-selling company. Find out more: http://t.co/A0wtONAWki",,288556,524,Worldwide,Pacific Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 22:07:59 +0000 2016,7.97199E+17,herbalife,,,,,0,Herbalife got the nicest people I've ever met. Nicer than Chick-fil-A,,FALSE,1,"don't give up..don't ever give up. I write, I motivate, I coach volleyball, and I do herbalife. #onetwentyfit",,565,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 22:06:33 +0000 2016,7.97199E+17,herbalife,,,,,0,Extraordinary results. Welldone for staying with the Herbalife programme . Whats it feel like to get your life... https://t.co/83ld4vRY0W,,FALSE,0,"I am a Wellness & Small Business Coach. I help people with their weight , energy & sports performance. was successful actress 4 20 yrs. Now Team Hebalife Member",,41,75,Central London,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 21:55:52 +0000 2016,7.97196E+17,herbalife,,,,,0,Munching and my herbalife tea \U0001f60b\U0001f60b\U0001f60b\U0001f60b #dreamachievers #herbalife #kok #belegendary #iloveherbalife https://t.co/Uk85Kb8GFe,,FALSE,0,Proud Dad and Independent Distributor of Herbalife. Looking to get fit and live a healthy lifestyle? Contact me and let's get your journey started.,,70,108,Welcome To New York City!,Eastern Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 21:53:36 +0000 2016,7.97196E+17,herbalife,,,,,0,How an ex-cocktail waitress is able to generate Instagram 21+ Leads Per Day FREE https://t.co/YAYCRauula #homebusiness #younique  #herbalife,,FALSE,1,"Michelle helps you to add massive exposure to your business with social media, blogging, and marketing techniques. She's also pretty cool!",,425,155,"Blue Springs, Missouri",Pacific Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 21:51:46 +0000 2016,7.97195E+17,herbalife,,,,,0,Lol went to FB for all of 5 mins and can't believe how many ppl are still selling Herbalife,,FALSE,0,We who?,,180,91,,Eastern Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 21:48:24 +0000 2016,7.97194E+17,herbalife,,,,,0,So good! #perfection #herbalife #smoothie #mealrepacement #drink #purple #health https://t.co/qkgZ1pkLdY,,FALSE,1,2 Corinthians 12:9 is our mission statement. True transformation of the body only comes when you know where your true strength comes from. Fitness/Weight Loss,,138,38,"Wylie, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 21:44:14 +0000 2016,7.97193E+17,herbalife,,,,,0,How Herbalife Nutrition Opened a New World for This Veteran - https://t.co/7iuiTHwDRa - #Herbalife,,FALSE,1,#entrepreneur #businessconsultant\nHealthy Active Lifestyle Promotor\n@meervitaliteit @bigcconsultancy\noutdoor sports - photography - personal development,,1461,336,North of Antwerp - Belgium,Brussels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 21:41:10 +0000 2016,7.97192E+17,herbalife,,,,,0,Hot mocha shake #enoughsaid #remembranceday #mocha https://t.co/d9GWuzIOFU,,FALSE,0,"Wellness Coach @HERBALIFE \n                            SC: Mels_herbalife\n\u25a0 LOSE WEIGHT                          GAIN ENERGY | BE HEALTHY\u25a0\nVancouver, BC",,15,62,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 21:39:16 +0000 2016,7.97192E+17,herbalife,,,,,18,"RT @Herbalife: If your skin tends to get dry during this time of the year, try sleeping with a humidifier in your room #HealthySkinMonth",,FALSE,0,"Wellness Coach @HERBALIFE \n                            SC: Mels_herbalife\n\u25a0 LOSE WEIGHT                          GAIN ENERGY | BE HEALTHY\u25a0\nVancouver, BC",,15,62,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 21:36:01 +0000 2016,7.97191E+17,herbalife,,,,,0,"Filing to Follow: Herbalife Ltd Has Another Bullish Trade, Carl Icahn's Icahn Carl C Bought Stake! #JE https://t.co/kzHTRzAkvD",,FALSE,0,#DSD #OD #TeamIGotThis #TeamFollowBack #TeamNoWorries #G.O.E,,8836,6275,South Carolina,Central Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
